"";"ED_median";"ES_median"
"Perdicula_asiatica";5,15906885518542;4,160229199197
"Perdicula_argoondah";5,98240780386669;5,37840248486284
"Perdicula_erythrorhyncha";5,87839662158687;5,78540808461436
"Perdicula_manipurensis";6,5465111728294;6,70954906282025
"Meleagris_gallopavo";6,46194625055862;6,38078356387426
"Meleagris_ocellata";6,29800094673446;5,5286255475789
"Lagopus_muta";6,43221807587838;5,995249857918
"Lagopus_lagopus";6,43353859652972;5,99859789507298
"Lagopus_leucura";6,08467215595907;6,59915043853949
"Centrocercus_minimus";5,50938290702702;4,8268382742894
"Centrocercus_urophasianus";5,53213367481647;4,71327364597233
"Tympanuchus_cupido";5,56659969491067;5,34873003282862
"Tympanuchus_phasianellus";5,71429756001797;5,50058717645993
"Tympanuchus_pallidicinctus";5,38290118988003;5,14996190129049
"Dendragapus_obscurus";5,65015078463638;5,1085302950964
"Dendragapus_fuliginosus";5,99004331276265;5,28287373025049
"Dendragapus_canadensis";6,57470437110453;6,41778700539654
"Dendragapus_falcipennis";6,66959558961168;6,43127432582285
"Tetrao_tetrix";6,61477619486378;6,04347294247654
"Tetrao_mlokosiewiczi";6,36182995370603;5,95692067740704
"Tetrao_parvirostris";6,9085605361429;7,08217303312671
"Tetrao_urogallus";6,81998857985129;6,43545363135754
"Lerwa_lerwa";6,56067219383746;6,26646713900259
"Bonasa_sewerzowi";6,29725240086061;5,70384494468856
"Bonasa_bonasia";5,81259456128589;5,44072143287132
"Bonasa_umbellus";5,25471963477959;4,91289900886312
"Pucrasia_macrolopha";5,42109905410468;4,94914026493849
"Rhizothera_longirostris";5,39189162523737;4,72212941841162
"Phasianus_versicolor";5,34090364540029;4,85895162767626
"Phasianus_colchicus";6,05579962492519;5,16761288251382
"Chrysolophus_amherstiae";5,52763467671043;5,03388963441809
"Chrysolophus_pictus";5,24946645250066;4,30137304091262
"Crossoptilon_auritum";4,94460747984528;4,13532794870681
"Crossoptilon_mantchuricum";5,22781611637029;4,87274336545679
"Crossoptilon_harmani";5,20729430723244;4,58243323438528
"Crossoptilon_crossoptilon";5,47581112682985;5,13843242930127
"Catreus_wallichi";5,12510662474017;5,03407107150824
"Lophura_ignita";5,12510662474017;4,98631561013036
"Lophura_diardi";5,70016704181431;5,09664455397083
"Lophura_inornata";6,07846379202299;5,74047885927583
"Lophura_erythrophthalma";6,52489778615154;6,44793546142434
"Lophura_bulweri";6,36983995333178;6,6035794538098
"Lophura_edwardsi";6,56101073041834;6,52861194673321
"Lophura_hatinhensis";6,82429395760276;6,9034825352591
"Lophura_swinhoii";6,02203643866024;6,20164026733588
"Lophura_hoogerwerfi";5,72747543738616;5,20625019314351
"Lophura_leucomelanos";5,45906110261424;5,24795189570554
"Lophura_nycthemera";4,90361358084617;4,35974295016232
"Syrmaticus_humiae";4,86564066206719;4,17259976885106
"Syrmaticus_ellioti";4,850443667231;3,97882699158998
"Syrmaticus_mikado";4,75757865901791;4,37981497249012
"Syrmaticus_reevesii";5,05810089853647;4,35549181546554
"Syrmaticus_soemmerringii";4,97941407456187;4,28953133839963
"Perdix_hodgsoniae";4,9343234416959;4,28111965042329
"Perdix_perdix";4,92453513429456;4,38735323711861
"Perdix_dauurica";4,80518839611103;4,38735323711861
"Tetraophasis_szechenyii";4,96656105794703;4,02870802585183
"Tetraophasis_obscurus";4,99843928834711;3,88105720953608
"Lophophorus_lhuysii";4,89399806270848;3,98779641285855
"Lophophorus_impejanus";5,00501532630667;4,52045972603738
"Lophophorus_sclateri";5,535058963724;4,62994122780222
"Tragopan_temminckii";5,60607552034721;5,13261476627134
"Tragopan_caboti";5,72188682802596;5,5517989751463
