"";"Rb";"AV";"FV";"NN"
"Liomys pictus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Allactaga elater";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Allactaga major";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Allactaga vinogradovi";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Allactaga severtzovi";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Allactaga firouzi";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Allactaga hotsoni";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Allactaga sibirica";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Allactaga balikunica";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Allactaga bullata";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Allactaga euphratica";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Allactaga williamsi";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Allactaga tetradactyla";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Allactodipus bobrinskii";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Pygeretmus shitkovi";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Pygeretmus platyurus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Pygeretmus pumilio";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Cardiocranius paradoxus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Salpingotulus michaelis";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Salpingotus kozlovi";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Salpingotus crassicauda";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Salpingotus thomasi";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Salpingotus heptneri";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Salpingotus pallidus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Dipus sagitta";0,0138759535395888;0,692387517242689;0,692259297332088;0
"Eremodipus lichtensteini";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Jaculus blanfordi";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Jaculus jaculus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Jaculus orientalis";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Paradipus ctenodactylus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Stylodipus sungorus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Stylodipus telum";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Stylodipus andrewsi";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Euchoreutes naso";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Sicista concolor";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Sicista subtilis";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Sicista strandi";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Sicista severtzovi";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Sicista pseudonapaea";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Sicista tianshanica";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Sicista napaea";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Sicista caudata";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Sicista caucasica";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Sicista betulina";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Sicista armenica";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Sicista kluchorica";0,0110129533947399;0,50395866020105;0,503865334523235;0
