"";"Rb";"AV";"FV";"NN"
"Phelpsia inornatus";0,00778315862826225;0,440062584057767;0,440018546973403;0
"Schiffornis major";0,0092656686442998;0,583282564312786;0,583224195197974;0
"Schiffornis turdina";0,0092656686442998;0,583282564312786;0,583224195197974;0
"Schiffornis virescens";0,0092656686442998;0,583282564312786;0,583224195197974;0
"Xenopsaris albinucha";0,00778405546762354;0,435284689782548;0,435241130822297;0
"Pachyramphus viridis";0,00778405546762354;0,435284689782548;0,435241130822297;0
"Pachyramphus xanthogenys";0,00821192125748128;0,48644943307708;0,486400754058459;0
"Pachyramphus versicolor";0,00790768392355106;0,455710577770062;0,455664974790199;0
"Pachyramphus cinnamomeus";0,00821192125748128;0,48644943307708;0,486400754058459;0
"Pachyramphus castaneus";0,00778315862826225;0,440062584057767;0,440018546973403;0
"Pachyramphus polychopterus";0,0092656686442998;0,583282564312786;0,583224195197974;0
"Pachyramphus major";0,0092656686442998;0,583282564312786;0,583224195197974;0
"Pachyramphus albogriseus";0,0092656686442998;0,583282564312786;0,583224195197974;0
"Pachyramphus marginatus";0,0092656686442998;0,583282564312786;0,583224195197974;0
"Pachyramphus surinamus";0,00790768392355106;0,455710577770062;0,455664974790199;0
"Pachyramphus rufus";0,00821192125748128;0,48644943307708;0,486400754058459;0
"Pachyramphus spodiurus";0,00821192125748128;0,48644943307708;0,486400754058459;0
"Pachyramphus aglaiae";0,00847568468584488;0,521666857325843;0,521614654097851;0
"Pachyramphus homochrous";0,0092656686442998;0,583282564312786;0,583224195197974;0
