"";"dietori";"activityori";"massori";"meanori"
"Margaroperdix madagascariensis";0,00667937409142712;0,000121430967291621;0,000157943242874988;0,00231958276719791
"Melanoperdix niger";0,0132578820273236;0,000121430967291621;0,000168235151838274;0,00451584938215117
"Coturnix coturnix";0,00124591547745648;0,000121430967291621;0,000100746594973573;0,000489364346573891
"Coturnix japonica";0,00667937409142712;0,000121430967291621;9,36451605823887e-05;0,00229815007310038
"Coturnix pectoralis";0,00783190994559914;0,000251428617012237;0,000116354983816242;0,00273323118214254
"Coturnix coromandelica";0,00239259443919087;0,000121430967291621;9,3959598385327e-05;0,000869328334955939
"Coturnix delegorguei";0,00762170836209081;0,000121430967291621;7,82760087367578e-05;0,00260713844603973
"Coturnix ypsilophora";0,00667937409142712;0,000121430967291621;0,000150782321183292;0,00231719579330068
"Coturnix chinensis";0,00784152132534001;0,000121430967291621;7,04880743424488e-05;0,00267781345565803
"Anurophasis monorthonyx";0,0101511330960565;0,000251428617012237;0,000178244379149284;0,00352693536407267
"Perdicula asiatica";0,00124591547745648;0,000121430967291621;9,80215657767997e-05;0,0004884560035083
"Perdicula argoondah";0,00762170836209081;0,000121430967291621;9,25552102075547e-05;0,00261189817986333
"Perdicula erythrorhyncha";0,00784152132534001;0,000121430967291621;8,69903839535114e-05;0,00268331422552838
"Perdicula manipurensis";0,00784152132534001;0,000121430967291621;9,11286868233727e-05;0,00268469365981833
"Xenoperdix udzungwensis";0,000626663122975196;0,000251428617012237;0,000164322350474127;0,000347471363487187
"Arborophila torqueola";0,00909740337181659;0,000121430967291621;0,000185266734335506;0,00313470035781457
"Arborophila rufogularis";0,00758990597188241;0,000121430967291621;0,000185266734335506;0,00263220122450318
"Arborophila atrogularis";0,00758990597188241;0,000121430967291621;0,000160393532531849;0,00262391015723529
"Arborophila crudigularis";0,00909740337181659;0,000121430967291621;0,000182326322403628;0,00313372022050395
"Arborophila mandellii";0,0124976120275569;0,000121430967291621;0,000196616254014657;0,00427188641628773
"Arborophila brunneopectus";0,0124976120275569;0,000121430967291621;0,000174018680915666;0,0042643538919214
"Arborophila rufipectus";0,00140698843230489;0,000121430967291621;0,000172417120095536;0,000566945506564016
"Arborophila orientalis";0,0306938078536581;0,000121430967291621;0,000151719778987388;0,0103223195333124
"Arborophila javanica";0,0124976120275569;0,000121430967291621;0,000171711171332247;0,00426358472206026
"Arborophila hyperythra";0,00337244173089777;0,000121430967291621;0,000151334423613282;0,00121506904060089
