"";"ED_median";"ES_median"
"Crocidura_nigricans";7,4617851415833;6,24931396681094
"Crocidura_nigripes";7,30981890413141;7,94064663230368
"Crocidura_ninoyi";6,96754279306669;7,23591851218063
"Crocidura_beatus";6,45106467919506;6,28733161652481
"Crocidura_panayensis";6,16721647421144;5,50173375405689
"Crocidura_negrina";6,83327574665221;5,84458176297771
"Crocidura_guy";6,58728743187132;6,0802278025793
"Crocidura_mindorus";6,41888530192419;3,91827571766094
"Crocidura_grayi";6,44594077560704;3,90336161746055
"Crocidura_palawanensis";7,39551568306871;7,91405626950058
"Crocidura_foetida";6,44259548627423;6,49067048735694
"Crocidura_ramona";6,57178460466651;6,46331712914582
"Crocidura_beccarii";5,97595516080656;6,02197186680347
"Crocidura_longipes";6,53615936981861;6,64144335254743
"Crocidura_smithii";6,60815815910436;7,83268267265503
"Crocidura_lepidura";5,99526930548804;5,74073208557119
"Crocidura_congobelgica";5,98198268037494;5,84718276987925
"Crocidura_orientalis";5,80462724656643;5,91764624947693
"Crocidura_erica";5,20025196438354;5,39742528010167
"Crocidura_brunnea";4,94087468966159;4,65484193211324
"Crocidura_thomensis";5,38035664272882;5,17294719655962
"Crocidura_somalica";4,74004999384848;4,55775081096453
"Crocidura_zarudnyi";5,11544341753636;4,85984593387842
"Crocidura_phanluongi";4,98435436149677;4,84198946005893
"Crocidura_bottegi";5,68580194780537;5,35508117376894
"Crocidura_aleksandrisi";5,31002460092594;5,17301323539331
"Crocidura_caspica";5,64255027686288;5,98924794302802
"Crocidura_pullata";5,02340176029644;4,72915596958748
"Crocidura_sibirica";5,36902568208179;4,71259402609287
"Crocidura_suaveolens";5,37366724430585;5,30828019853006
"Crocidura_shantungensis";5,45891056241925;5,99093801631118
"Crocidura_hutanis";5,63539630267788;6,5544972481213
"Crocidura_batakorum";5,92701089089478;6,2425880840677
"Crocidura_andamanensis";5,92575070676776;5,85275024605694
"Crocidura_usambarae";5,96364290752186;6,5402984435622
"Crocidura_turba";6,33750187468482;7,36862017548192
"Crocidura_cranbrooki";6,93848953000104;7,05752099281499
"Crocidura_polia";6,18774375559958;6,82505420581793
"Crocidura_nigeriae";6,22586486210321;5,90241969544814
"Crocidura_levicula";6,25639889081422;5,77106779722528
"Crocidura_rhoditis";6,35667767475154;5,82255158297442
"Crocidura_xantippe";5,41836867136566;5,20436590519178
"Crocidura_musseri";5,41836867136566;5,38818503733366
"Crocidura_elongata";6,80228459321217;6,20983892821164
"Crocidura_lea";7,64138785895424;6,30242500358065
"Crocidura_nigrofusca";7,39352528067567;6,30896543952333
"Suncus_zeylanicus";6,99879902979443;6,57178213427012
"Suncus_mertensi";6,86657913033955;6,25067724837084
"Suncus_dayi";6,31064310958677;5,77847785828574
"Suncus_ater";6,85029562548921;5,74198842199189
"Suncus_stoliczkanus";6,93780661538727;6,42100798346116
"Suncus_montanus";7,02508920006274;5,78858900011034
"Sylvisorex_morio";7,08824235185407;5,97140264359582
"Suncus_murinus";7,00958000501543;5,62890259678774
"Sylvisorex_pluvialis";6,89247533072807;5,13159737479625
"Feroculus_feroculus";6,75898658074055;5,79029618503673
"Suncus_madagascariensis";6,8264226576292;6,46779592663433
"Suncus_etruscus";7,18753615846753;6,55455610460078
"Suncus_fellowesgordoni";6,9105297739037;5,83430389380354
"Suncus_lixus";7,27936972851407;6,62690824486856
"Sylvisorex_oriundus";7,64854342109597;8,38426548317529
"Sylvisorex_isabellae";7,77926138887386;8,16575995418992
"Suncus_malayanus";6,7078815418022;6,81893440790313
"Solisorex_pearsoni";8,01864242420887;8,29353221775995
"Blarinella_wardi";7,57739365699983;7,41643661484995
"Blarinella_quadraticauda";7,85322202704935;8,06371132516965
"Blarinella_griselda";8,50125615725932;7,72900331804056
"Surdisorex_schlitteri";8,44274441994364;10,2448600721547
"Surdisorex_polulus";7,33900906069756;6,79006613161036
"Surdisorex_norae";6,80307902743267;6,10314557448784
"Cryptotis_perijensis";6,83286616464853;5,90928015414102
"Cryptotis_lacandonensis";6,83286616464853;6,18161049568616
"Cryptotis_colombiana";7,22089060286807;6,45409973636795
"Blarina_hylophaga";6,69291335248068;5,74287979686202
"Blarina_carolinensis";6,89283188906398;5,47194316197597
"Blarina_brevicauda";6,3582728207341;5,38136379445069
"Cryptotis_gracilis";6,13835297800229;4,4752057420633
"Cryptotis_aroensis";5,68691284645385;3,93430842675535
"Cryptotis_orophila";5,47371228261227;3,75333646982254
"Cryptotis_nigrescens";5,39726282608183;3,82200952941381
"Cryptotis_venezuelensis";5,02751476819634;3,53546472574412
"Cryptotis_peruviensis";5,57302118494547;4,11254104071531
"Cryptotis_niausa";6,0354850691542;4,63329700019501
"Cryptotis_brachyonyx";5,89504563942395;4,1915581523241
"Cryptotis_magna";6,70150739982367;5,0304065751281
"Cryptotis_medellinia";6,77723141067315;5,0533630917503
"Cryptotis_phillipsii";6,81279954905872;5,93231318068397
"Cryptotis_mexicana";7,45174360201933;7,76762376611914
"Cryptotis_nelsoni";7,46699057738404;7,332309547638
"Cryptotis_obscura";6,91743981503848;7,03737987036373
"Cryptotis_equatoris";8,52883642269272;7,99070427509263
"Cryptotis_montivaga";9,12855746120923;8,31101521428105
"Cryptotis_tamensis";9,19073664808196;7,67346941871873
"Cryptotis_peregrina";10,4525246093362;8,85035963577656
"Cryptotis_goldmani";9,78947579903118;9,1064134148248
"Cryptotis_meridensis";9,10733582011048;8,9750856321248
"Cryptotis_squamipes";9,86993082633327;9,69732614811062
"Cryptotis_tropicalis";7,96018748837408;9,50801962118779
"Cryptotis_lacertosus";8,07446607861249;6,28261202829375
"Cryptotis_hondurensis";7,77300937873783;5,30906674095469
"Cryptotis_mam";8,36304889430214;5,47738377805742
"Cryptotis_mera";10,4763144812052;10,6327004728486
"Cryptotis_goodwini";10,2505776476252;10,0438970974285
"Cryptotis_merriami";8,17001608425002;9,05648915354948
"Cryptotis_endersi";7,51161269721437;8,19499322426807
"Cryptotis_alticola";6,89314566456877;6,99825621707403
"Cryptotis_thomasi";6,19176434923533;5,06763553313134
"Cryptotis_griseoventris";6,18900785187223;5,02469953953621
"Cryptotis_mayensis";6,94727204569362;5,14692244624225
"Cryptotis_oreoryctes";6,19135473781074;5,5953039569283
"Cryptotis_parva";6,52538026346542;7,59249176662758
"Sorex_alpinus";6,67188613319201;7,13804845943471
"Sorex_buchariensis";6,56690012602155;6,24194682605353
